Accession	Name	Description	ID	CARD Short Name
ARO:3000746	mepR	MepR is an upstream repressor of MepA in Staphylococcus aureus. It is part of the mepRAB operon.	37126	mepR
ARO:3000753	abeM	AbeM is an multidrug efflux pump found in Acinetobacter baumannii.	37133	abeM
ARO:3000768	abeS	AbeS in an efflux pump of the SMR family of transporters found in Acinetobacter baumannii.	37148	abeS
ARO:3000769	PatA-PatB	PatA-PatB is an efflux protein complex that is associated with fluoroquinolone resistance in Streptococcus pneumoniae. Experiments indicate that PatA and PatB form a heterodimeric transporter.	37149	PatA-PatB
ARO:3000774	adeA	AdeA is the membrane fusion protein of the multidrug efflux complex AdeABC.	37154	adeA
ARO:3000775	adeB	AdeB is the multidrug transporter of the adeABC efflux system.	37155	adeB
ARO:3000777	adeF	AdeF is the membrane fusion protein of the multidrug efflux complex AdeFGH.	37157	adeF
ARO:3000778	adeG	AdeG is the inner membrane transporter of the AdeFGH multidrug efflux complex.	37158	adeG
ARO:3000779	adeH	AdeH is the outer membrane channel protein of the AdeFGH multidrug efflux complex.	37159	adeH
ARO:3000780	adeI	AdeI is the membrane fusion protein of the AdeIJK multidrug efflux complex.	37160	adeI
ARO:3000781	adeJ	AdeJ is a RND efflux protein that acts as the inner membrane transporter of the AdeIJK efflux complex. It has 57% identity with E. coli AcrB.	37161	adeJ
ARO:3000782	adeK	AdeK is the outer membrane factor protein in the adeIJK multidrug efflux complex.	37162	adeK
ARO:3000783	cmeA	CmeA is the membrane fusion protein of the CmeABC multidrug efflux complex.	37163	cmeA
ARO:3000784	cmeB	CmeB is the inner membrane transporter the CmeABC multidrug efflux complex.	37164	cmeB
ARO:3000785	cmeC	CmeC is the outer membrane channel protein of the CmeABC multidrug efflux complex.	37165	cmeC
ARO:3000787	MdtABC-TolC	MdtABC-TolC is a multidrug efflux system in Gram-negative bacteria, including E. coli and Salmonella. MdtA is a membrane fusion protein; TolC is the outer membrane channel; MdtBC form a drug transporter. In the absence of MdtB, the MdtAC-TolC has narrower drug specificity, leading to the loss of novobiocin resistance, for example.	37167	MdtABC-TolC
ARO:3000788	MdtEF-TolC	MdtEF-TolC is a multidrug efflux complex in Gram-negative bacteria, including E. coli. MdtE is the membrane fusion protein, MdtF is the inner membrane transporter, while TolC is the outer membrane channel.	37168	MdtEF-TolC
ARO:3000789	mdsA	MdsA is the membrane fusion protein of the multidrug and metal efflux complex MdsABC.	37169	mdsA
ARO:3000790	mdsB	MdsB is the inner membrane transporter of the multidrug and metal efflux complex MdsABC. mdsB corresponds to 1 locus in Pseudomonas aeruginosa PAO1 (gene name: mexQ) and 2 loci in Pseudomonas aeruginosa LESB58.	37170	mdsB
ARO:3000791	mdsC	MdsC is the outer membrane channel of the multidrug and metal efflux complex MdsABC.	37171	mdsC
ARO:3000792	mdtA	MdtA is the membrane fusion protein of the multidrug efflux complex mdtABC.	37172	mdtA
ARO:3000793	mdtB	MdtB is a transporter that forms a heteromultimer complex with MdtC to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex.	37173	mdtB
ARO:3000794	mdtC	MdtC is a transporter that forms a heteromultimer complex with MdtB to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex. In the absence of MdtB, MdtC can form a homomultimer complex that results in a functioning efflux complex with a narrower drug specificity. mdtC corresponds to 3 loci in Pseudomonas aeruginosa PAO1 (gene name: muxC/muxB) and 3 loci in Pseudomonas aeruginosa LESB58.	37174	mdtC
ARO:3000795	mdtE	MdtE is the membrane fusion protein of the MdtEF multidrug efflux complex. It shares 70% sequence similarity with AcrA.	37175	mdtE
ARO:3000796	mdtF	MdtF is the multidrug inner membrane transporter for the MdtEF-TolC efflux complex.	37176	mdtF
ARO:3000799	MexGHI-OpmD	MexGHI-OpmD is an efflux complex expressed in Pseudomonas aeruginosa. MexG is a membrane protein required for drug export; MexH is the membrane fusion protein; MexI is the inner membrane transporter; and MexJ is the outer membrane channel protein. MexGHI-OpmD confers resistance to vanadium, norfloxacin, and acriflavin.	37179	MexGHI-OpmD
ARO:3000800	MexC	MexC is the membrane fusion protein of the MexCD-OprJ multidrug efflux complex.	37180	MexC
ARO:3000801	MexD	MexD is the multidrug inner membrane transporter of the MexCD-OprJ complex.	37181	MexD
ARO:3000802	OprJ	OprJ is the outer membrane channel component of the MexCD-OprJ multidrug efflux complex.	37182	OprJ
ARO:3000803	MexE	MexE is the membrane fusion protein of the MexEF-OprN multidrug efflux complex.	37183	MexE
ARO:3000804	MexF	MexF is the multidrug inner membrane transporter of the MexEF-OprN complex. mexF corresponds to 2 loci in Pseudomonas aeruginosa PAO1 (gene name: mexF/mexB) and 4 loci in Pseudomonas aeruginosa LESB58 (gene name: mexD/mexB).	37184	MexF
ARO:3000805	OprN	OprN is the outer membrane channel component of the MexEF-OprN multidrug efflux complex.	37185	OprN
ARO:3000806	MexG	MexG is a membrane protein required for MexGHI-OpmD efflux activity.	37186	MexG
ARO:3000807	MexH	MexH is the membrane fusion protein of the efflux complex MexGHI-OpmD.	37187	MexH
ARO:3000808	MexI	MexI is the inner membrane transporter of the efflux complex MexGHI-OpmD.	37188	MexI
ARO:3000809	OpmD	OpmD is the outer membrane channel protein of the efflux complex MexGHI-OpmD.	37189	OpmD
ARO:3000810	mtrC	MtrC is the membrane fusion protein of the MtrCDE multidrug efflux complex.	37190	mtrC
ARO:3000811	mtrD	MtrD is the inner membrane multidrug transporter of the MtrCDE efflux complex.	37191	mtrD
ARO:3000812	mtrE	MtrE is an outer membrane exporter protein that is part of the MtrCDE multidrug efflux complex.	37192	mtrE
ARO:3000813	MexS	MexS is a suppressor of MexT, which is an activator of the multidrug pump MexEF-OprN. Mutations in MexS lead to multidrug resistance.	37193	MexS
ARO:3000814	MexT	MexT is a LysR-type transcriptional activator that positively regulates the expression of MexEF-OprN, OprD, and MexS.	37194	MexT
ARO:3000815	mgrA	MgrA, also known as NorR, is a regulator for norA, norB, and tet38. It is a positive regulator for norA expression, but is a direct repressor for norB and an indirect repressor of tet38.	37195	mgrA
ARO:3000816	mtrA	MtrA is a transcriptional activator of the MtrCDE multidrug efflux pump of Neisseria gonorrhoeae.	37196	mtrA
ARO:3000817	mtrR	MtrR is a repressor of mtrCDE expression. Mutations in mtrR increase multidrug resistance.	37197	mtrR
ARO:3000818	nalC	NalC is a repressor of PA3720-PA3719, which are positive regulators of MexAB-OprM. Thus, nalC mutants confer multidrug resistance.	37198	nalC
ARO:3000819	nalD	NalD is a repressor of MexAB-OprM. Mutations lead to multidrug resistance and MexAB-OprM overexpression.	37199	nalD
ARO:3000822	pmrA	PmrA is a MFS-type efflux pump expressed in Streptococcus pneumoniae that confers low-level resistance to norfloxacin, ciprofloxacin, and acriflavine.	37202	pmrA
ARO:3000823	ramA	RamA (resistance antibiotic multiple) is a positive regulator of AcrAB-TolC and leads to high level multidrug resistance in Klebsiella pneumoniae, Salmonella enterica, and Enterobacter aerugenes, increasing the expression of both the mar operon as well as AcrAB. RamA also decreases OmpF expression.	37203	ramA
ARO:3000826	sdiA	SdiA is a cell division regulator that is also a positive regulator of AcrAB only when it's expressed from a plasmid. When the sdiA gene is on the chromosome, it has no effect on expression of acrAB.	37206	sdiA
ARO:3000828	baeR	BaeR is a response regulator that promotes the expression of MdtABC and AcrD efflux complexes.	37208	baeR
ARO:3000829	baeS	BaeS is a sensor kinase in the BaeSR regulatory system. While it phosphorylates BaeR to increase its activity, BaeS is not necessary for overexpressed BaeR to confer resistance.	37209	baeS
ARO:3000830	cpxA	CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR, which promotes efflux complex expression.	37210	cpxA
ARO:3000832	evgA	EvgA, when phosphorylated, is a positive regulator for efflux protein complexes emrKY and mdtEF. While usually phosphorylated in a EvgS dependent manner, it can be phosphorylated in the absence of EvgS when overexpressed.	37212	evgA
ARO:3000833	evgS	EvgS is a sensor protein that phosphorylates the regulatory protein EvgA. evgS corresponds to 1 locus in Pseudomonas aeruginosa PAO1 and 1 locus in Pseudomonas aeruginosa LESB58.	37213	evgS
ARO:3000838	arlR	ArlR is a response regulator that binds to the norA promoter to activate expression. ArlR must first be phosphorylated by ArlS.	37218	arlR
ARO:3000839	arlS	ArlS is a protein histidine kinase that phosphorylates ArlR, a promoter for norA expression.	37219	arlS
ARO:3000840	JOHN-1	JOHN-1 is an Ambler class B carbapenem-hydrolysing beta-lactamase from Flavobacterium johnsoniae.	37220	JOHN-1
ARO:3000841	CGB-1	CGB-1 is an Ambler class B beta-lactamase that mediates resistance for carbapenems in Chryseobacterium gleum.	37221	CGB-1
ARO:3000842	EBR-1	EBR-1 is an Ambler class B beta-lactamase found in Empedobacter brevis and is known to mediate the hydrolysis of penicillins, cephalosporins, and carbapenems efficiently but not aztreonam.	37222	EBR-1
ARO:3000843	MUS-1	MUS-1 is a chromosome-encoded beta-lactamase from Myroides odoratus and Myroides odoratimimus.	37223	MUS-1
ARO:3000844	TUS-1	TUS-1 is a chromosome-encoded beta-lactamase from Myroides odoratus and Myroides odoratimimus.	37224	TUS-1
ARO:3000845	GIM-1	GIM-1 is an integron-encoded B1 beta-lactamase found in Pseudomonas aeruginosa.	37225	GIM-1
ARO:3000846	SIM-1	SIM-1 is an integron-encoded Ambler class B beta-lactamase isolated from Acinetobacter baumannii.	37226	SIM-1
ARO:3000847	KHM-1	KHM-1 is a plasmid-mediated metallo-beta-lactamase found in Citrobacter freundii that confers resistance to all broad-spectrum beta-lactams, execpt for monobactams.	37227	KHM-1
ARO:3000848	DIM-1	Dutch imipenemase or DIM-1 is an integron-encoded metallo-beta-lactamase from Pseudomonas stutzeri.	37228	DIM-1
ARO:3000849	SFH-1	SFH-1 confers resistance to carbapenems in Serratia fonticola.	37229	SFH-1
ARO:3000850	GOB-1	GOB-1 confers resistance to cephalosporins in Elizabethkingia (Chryseobacterium) meningoseptica.	37230	GOB-1
ARO:3000851	THIN-B	THIN-B, isolated from Janthinobacterium lividum, hydrolyzes a broad spectrum of beta-lactams including penicillins, cephalosporins, and carbapenems.	37231	THIN-B
ARO:3000853	AIM-1	AIM-1 is an Ambler class B beta-lactamase that hydrolyzes most beta-lactams except aztreonam and ceftazidime. It was isolated from Pseudomonas aeruginosa and was the first subclass B3 mobile-elements encoded beta-lactamase discovered.	37233	AIM-1
ARO:3000854	SMB-1	SMB-1 can hydrolyze a variety of beta-lactams, including penicillins, cephalosporins, and carbapenems. It was identified in Serratia marcescens.	37234	SMB-1
ARO:3000855	CAU-1	CAU-1 is a B3 metallo-beta-lactamase that is encoded by the Caulobacter crescentus chromosome.	37235	CAU-1
ARO:3000856	BJP-1	BJP-1 is a subclass B3 ortholog found in Bradyrhizobium japonicum that hydrolyzes most beta-lactams except aztreonam, ticarcillin, and temocillin.	37236	BJP-1
ARO:3000858	armA	ArmA is a 16S rRNA methyltransferase that targets mature or nearly mature 30S subunits. It transfers a methyl group from S-adenosyl-L-methionine to N7-G1405 of the 16S rRNA, an aminoglycoside binding site.	37238	armA
ARO:3000859	rmtA	RmtA is a 16S rRNA methyltransferase found in Pseudomonas aeruginosa which methylates G1405 of the 16S rRNA. It confers high level resistance to many aminoglycosides.	37239	rmtA
ARO:3000860	rmtB	RmtB is a 16S rRNA methyltransferase that targets mature or nearly mature 30S subunits. It transfers a methyl group from S-adenosyl-L-methionine to N7-G1405 of the 16S rRNA, an aminoglycoside binding site.	37240	rmtB
ARO:3000861	rmtC	RmtC is a rRNA methyltransferase found in Proteus mirabilis with high level resistance to similar to aminoglycosides, with the exception of non-4,6-disubstituted deoxystreptamines (streptomycin and neomycin). It has also been isolated in Salmonella enterica ser. Virchow. It is hypothesized to methylate G1405, like related methyltransferases RmtA, RmtB, and ArmA.	37241	rmtC
ARO:3000862	sgm	Sgm, or sisomicin-gentamicin methyltransferase, methylates G1405 of 16S rRNA to confer resistance to various aminoglycosides.	37242	sgm
ARO:3000865	oleD	OleD is a glycotransferase found in Streptomyces antibioticus, a natural producer  of oleandomycin. OleD can glycosylate a wide range of macrolides. Unlike oleI, oleD is not found in the oleandomycin biosynthetic cluster.	37245	oleD
ARO:3000866	oleI	OleI is a glycosyltransferase found in Streptomyces antibioticus, specifically the oleandomycin biosynthetic cluster. OleI glycosylates oleandomycin to confer self-resistance.	37246	oleI
ARO:3000873	TEM-1	TEM-1 is a broad-spectrum beta-lactamase found in many Gram-negative bacteria. Confers resistance to penicillins and first generation cephalosphorins.	37253	TEM-1
ARO:3000874	TEM-2	TEM-2 is a broad-spectrum beta-lactamase.	37254	TEM-2
ARO:3000875	TEM-3	TEM-3 is an extended-spectrum beta-lactamase found in Klebsiella pneumoniae.	37255	TEM-3
ARO:3000876	TEM-4	TEM-4 is an extended-spectrum beta-lactamase that has been found in clinical isolates.	37256	TEM-4
ARO:3000877	TEM-5	TEM-5 is an extended-spectrum beta-lactamase that has been found in clinical isolates.	37257	TEM-5
ARO:3000878	TEM-6	TEM-6 is an extended-spectrum beta-lactamase found in E. coli.	37258	TEM-6
ARO:3000879	TEM-7	TEM-7 is an extended-spectrum beta-lactamase that has been found in clinical isolates.	37259	TEM-7
ARO:3000880	TEM-8	TEM-8 is an extended-spectrum beta-lactamase found in Klebsiella pneumoniae.	37260	TEM-8
ARO:3000881	TEM-9	TEM-9 is an extended-spectrum beta-lactamase that has been found in clinical isolates.	37261	TEM-9
ARO:3000882	TEM-10	TEM-10 is an extended-spectrum beta-lactamase round in Morganella morganii.	37262	TEM-10
